url,title,price,description,stock,tags,categories,sku,poids,longueur,largeur,hauteur
https://scrapeme.live/shop/Sandshrew/,Sandshrew,"£,82.00","Sandshrew has a very dry hide that is extremely tough. The Pokémon can roll into a ball that repels any attack. At night, it burrows into the desert sand to sleep.",100 in stock,"Mouse,Sand Veil,sandshrew","Mouse,Pokemon",9134,26.5 kg,2,2,2
https://scrapeme.live/shop/Nidoqueen/,Nidoqueen,"£,106.00",Nidoqueen’s body is encased in extremely hard scales. It is adept at sending foes flying with harsh tackles. This Pokémon is at its strongest when it is defending its young.,153 in stock,"Drill,nidoqueen,Poison Point","Drill,Pokemon",6614,132.3 kg,4,4,4
https://scrapeme.live/shop/Nidorina/,Nidorina,"£,28.00","When Nidorina are with their friends or family, they keep their barbs tucked away to prevent hurting each other. This Pokémon appears to become nervous if separated from the others.",58 in stock,"nidorina,Poison Pin,Poison Point","Poison Pin,Pokemon",9779,44.1 kg,2,2,2
https://scrapeme.live/shop/Sandslash/,Sandslash,"£,155.00","Sandslash can roll up its body as if it were a ball covered with large spikes. In battle, this Pokémon will try to make the foe flinch by jabbing it with its spines. It then leaps at the stunned foe to tear wildly with its sharp claws.",236 in stock,"Mouse,Sand Veil,sandslash","Mouse,Pokemon",4747,65 kg,3,3,3
https://scrapeme.live/shop/Nidoking/,Nidoking,"£,31.00","Nidoking’s thick tail packs enormously destructive power. With one swing, it can topple a metal transmission tower. Once this Pokémon goes on a rampage, there is no stopping it.",178 in stock,"Drill,nidoking,Poison Point","Drill,Pokemon",1159,136.7 kg,4,4,4
https://scrapeme.live/shop/Raichu/,Raichu,"£,140.00",This Pokémon exudes a weak electrical charge from all over its body that makes it take on a slight glow in darkness. Raichu plants its tail in the ground to discharge electricity.,215 in stock,"Mouse,raichu,Static","Mouse,Pokemon",3488,66.1 kg,2,2,2
https://scrapeme.live/shop/Pikachu/,Pikachu,"£,37.00",This Pokémon has electricity-storing pouches on its cheeks. These appear to become electrically charged during the night while Pikachu sleeps. It occasionally discharges electricity when it is dozy after waking up.,254 in stock,"Mouse,pikachu,Static","Mouse,Pokemon",1333,13.2 kg,1,1,1
https://scrapeme.live/shop/Arbok/,Arbok,"£,182.00","This Pokémon is terrifically strong in order to constrict things with its body. It can even flatten steel oil drums. Once Arbok wraps its body around its foe, escaping its crunching embrace is impossible.",248 in stock,"arbok,Cobra,Shed Skin","Cobra,Pokemon",9230,143.3 kg,11,11,11
https://scrapeme.live/shop/Ekans/,Ekans,"£,55.00",Ekans curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head.,120 in stock,"ekans,Shed Skin,Snake","Pokemon,Snake",5690,15.2 kg,6,6,6
https://scrapeme.live/shop/Spearow/,Spearow,"£,133.00","Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.",46 in stock,"Keen Eye,spearow,Tiny Bird","Pokemon,Tiny Bird",1591,4.4 kg,1,1,1
https://scrapeme.live/shop/Fearow/,Fearow,"£,95.00",Fearow is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey.,276 in stock,"Beak,fearow,Keen Eye","Beak,Pokemon",9127,83.8 kg,3,3,3
https://scrapeme.live/shop/Raticate/,Raticate,"£,60.00","Raticate’s sturdy fangs grow steadily. To keep them ground down, it gnaws on rocks and logs. It may even chew on the walls of houses.",204 in stock,"Mouse,raticate,Run Away","Mouse,Pokemon",5745,40.8 kg,2,2,2
https://scrapeme.live/shop/Rattata/,Rattata,"£,128.00","Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.",16 in stock,"Mouse,rattata,Run Away","Mouse,Pokemon",1009,7.7 kg,1,1,1
https://scrapeme.live/shop/Pidgeot/,Pidgeot,"£,185.00","This Pokémon has a dazzling plumage of beautifully glossy feathers. Many Trainers are captivated by the striking beauty of the feathers on its head, compelling them to choose Pidgeot as their Pokémon.",90 in stock,"Bird,Keen Eye,pidgeot","Bird,Pokemon",8462,87.1 kg,4,4,4
https://scrapeme.live/shop/Pidgeotto/,Pidgeotto,"£,84.00","Pidgeotto claims a large area as its own territory. This Pokémon flies around, patrolling its living space. If its territory is violated, it shows no mercy in thoroughly punishing the foe with its sharp claws.",120 in stock,"Bird,Keen Eye,pidgeotto","Bird,Pokemon",1150,66.1 kg,3,3,3
https://scrapeme.live/shop/Diglett/,Diglett,"£,122.00","Diglett are raised in most farms. The reason is simple— wherever this Pokémon burrows, the soil is left perfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables.",227 in stock,"diglett,Mole,Sand Veil","Mole,Pokemon",4383,1.8 kg,,,
https://scrapeme.live/shop/Venomoth/,Venomoth,"£,53.00","Venomoth is nocturnal—it is a Pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness.",22 in stock,"Poison Moth,Shield Dust,venomoth","Poison Moth,Pokemon",3503,27.6 kg,4,4,4
https://scrapeme.live/shop/Venonat/,Venonat,"£,158.00","Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey.",177 in stock,"Compound Eyes,Insect,venonat","Insect,Pokemon",1329,66.1 kg,3,3,3
https://scrapeme.live/shop/Parasect/,Parasect,"£,27.00","Parasect is known to infest large trees en masse and drain nutrients from the lower trunk and roots. When an infested tree dies, they move onto another tree all at once.",17 in stock,"Effect Spore,Mushroom,parasect","Mushroom,Pokemon",4612,65 kg,3,3,3
https://scrapeme.live/shop/Paras/,Paras,"£,168.00",Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this Bug Pokémon host. They are highly valued as a medicine for extending life.,192 in stock,"Effect Spore,Mushroom,paras","Mushroom,Pokemon",9691,11.9 kg,1,1,1
https://scrapeme.live/shop/Vileplume/,Vileplume,"£,170.00","Vileplume has the world’s largest petals. They are used to attract prey that are then doused with toxic spores. Once the prey are immobilized, this Pokémon catches and devours them.",283 in stock,"Chlorophyll,Flower,vileplume","Flower,Pokemon",5295,41 kg,3,3,3
https://scrapeme.live/shop/Gloom/,Gloom,"£,178.00","From its mouth Gloom drips honey that smells absolutely horrible. Apparently, it loves the horrid stench. It sniffs the noxious fumes and then drools even more of its honey.",74 in stock,"Chlorophyll,gloom,Weed","Pokemon,Weed",7374,19 kg,2,2,2
https://scrapeme.live/shop/Oddish/,Oddish,"£,45.00","Oddish searches for fertile, nutrient-rich soil, then plants itself. During the daytime, while it is planted, this Pokémon’s feet are thought to change shape and become similar to the roots of trees.",296 in stock,"Chlorophyll,oddish,Weed","Pokemon,Weed",8337,11.9 kg,1,1,1
https://scrapeme.live/shop/Golbat/,Golbat,"£,136.00","Golbat bites down on prey with its four fangs and drinks the victim’s blood. It becomes active on inky dark moonless nights, flying around to attack people and Pokémon.",52 in stock,"Bat,golbat,Inner Focus","Bat,Pokemon",5941,121.3 kg,5,5,5
https://scrapeme.live/shop/Zubat/,Zubat,"£,125.00","Zubat avoids sunlight because exposure causes it to become unhealthy. During the daytime, it stays in caves or under the eaves of old houses, sleeping while hanging upside down.",154 in stock,"Bat,Inner Focus,zubat","Bat,Pokemon",2584,16.5 kg,2,2,2
https://scrapeme.live/shop/Jigglypuff/,Jigglypuff,"£,61.00","When this Pokémon sings, it never pauses to breathe. If it is in a battle against an opponent that does not easily fall asleep, Jigglypuff cannot breathe, endangering its life.",136 in stock,"Balloon,Cute Charm,jigglypuff","Balloon,Pokemon",9180,12.1 kg,1,1,1
https://scrapeme.live/shop/Wigglytuff/,Wigglytuff,"£,130.00","Wigglytuff’s body is very flexible. By inhaling deeply, this Pokémon can inflate itself seemingly without end. Once inflated, Wigglytuff bounces along lightly like a balloon.",260 in stock,"Balloon,Cute Charm,wigglytuff","Balloon,Pokemon",2733,26.5 kg,3,3,3
https://scrapeme.live/shop/Ninetales/,Ninetales,"£,52.00",Legend has it that Ninetales came into being when nine wizards possessing sacred powers merged into one. This Pokémon is highly intelligent—it can understand human speech.,215 in stock,"Flash Fire,Fox,ninetales","Fox,Pokemon",5173,43.9 kg,3,3,3
https://scrapeme.live/shop/Vulpix/,Vulpix,"£,85.00","Inside Vulpix’s body burns a flame that never goes out. During the daytime, when the temperatures rise, this Pokémon releases flames from its mouth to prevent its body from growing too hot.",268 in stock,"Flash Fire,Fox,vulpix","Fox,Pokemon",1440,21.8 kg,2,2,2
https://scrapeme.live/shop/Clefable/,Clefable,"£,188.00","Clefable moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water. It is known to take strolls on lakes on quiet, moonlit nights.",23 in stock,"clefable,Cute Charm,Fairy","Fairy,Pokemon",9786,88.2 kg,4,4,4
https://scrapeme.live/shop/Clefairy/,Clefairy,"£,160.00","On every night of a full moon, groups of this Pokémon come out to play. When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other.",86 in stock,"clefairy,Cute Charm,Fairy","Fairy,Pokemon",3259,16.5 kg,2,2,2
https://scrapeme.live/shop/Machop/,Machop,"£,166.00",Machop exercises by hefting around a Graveler as if it were a barbell. There are some Machop that travel the world in a quest to master all kinds of martial arts.,173 in stock,"Guts,machop,Superpower","Pokemon,Superpower",9506,43 kg,2,2,2
https://scrapeme.live/shop/Alakazam/,Alakazam,"£,40.00","Alakazam’s brain continually grows, infinitely multiplying brain cells. This amazing brain gives this Pokémon an astoundingly high IQ of 5,000. It has a thorough memory of everything that has occurred in the world.",142 in stock,"alakazam,Inner Focus,Psi","Pokemon,Psi",7975,105.8 kg,4,4,4
https://scrapeme.live/shop/Kadabra/,Kadabra,"£,129.00","Kadabra holds a silver spoon in its hand. The spoon is used to amplify the alpha waves in its brain. Without the spoon, the Pokémon is said to be limited to half the usual amount of its telekinetic powers.",195 in stock,"Inner Focus,kadabra,Psi","Pokemon,Psi",9040,124.6 kg,4,4,4
https://scrapeme.live/shop/Abra/,Abra,"£,141.00","Abra needs to sleep for eighteen hours a day. If it doesn’t, this Pokémon loses its ability to use telekinetic powers. If it is attacked, Abra escapes using Teleport while it is still sleeping.",116 in stock,"abra,Inner Focus,Psi","Pokemon,Psi",3845,43 kg,2,2,2
https://scrapeme.live/shop/Poliwrath/,Poliwrath,"£,152.00","Poliwrath’s highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the ocean without effort.",216 in stock,"Damp,poliwrath,Tadpole","Pokemon,Tadpole",1848,119 kg,4,4,4
https://scrapeme.live/shop/Poliwhirl/,Poliwhirl,"£,121.00","The surface of Poliwhirl’s body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle.",139 in stock,"Damp,poliwhirl,Tadpole","Pokemon,Tadpole",4447,44.1 kg,3,3,3
https://scrapeme.live/shop/Poliwag/,Poliwag,"£,174.00","Poliwag has a very thin skin. It is possible to see the Pokémon’s spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it.",217 in stock,"Damp,poliwag,Tadpole","Pokemon,Tadpole",6402,27.3 kg,2,2,2
https://scrapeme.live/shop/Arcanine/,Arcanine,"£,69.00","Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokémon’s body is its source of power.",14 in stock,"arcanine,Intimidate,Legendary","Legendary,Pokemon",9267,341.7 kg,6,6,6
https://scrapeme.live/shop/Growlithe/,Growlithe,"£,30.00","Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won’t forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things.",243 in stock,"growlithe,Intimidate,Puppy","Pokemon,Puppy",1749,41.9 kg,2,2,2
https://scrapeme.live/shop/Primeape/,Primeape,"£,86.00","When Primeape becomes furious, its blood circulation is boosted. In turn, its muscles are made even stronger. However, it also becomes much less intelligent at the same time.",68 in stock,"Pig Monkey,primeape,Vital Spirit","Pig Monkey,Pokemon",3052,70.5 kg,3,3,3
https://scrapeme.live/shop/Mankey/,Mankey,"£,125.00","When Mankey starts shaking and its nasal breathing turns rough, it’s a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath.",209 in stock,"mankey,Pig Monkey,Vital Spirit","Pig Monkey,Pokemon",5180,61.7 kg,1,1,1
https://scrapeme.live/shop/Golduck/,Golduck,"£,31.00","Golduck is the fastest swimmer among all Pokémon. It swims effortlessly, even in a rough, stormy sea. It sometimes rescues people from wrecked ships floundering in high seas.",278 in stock,"Damp,Duck,golduck","Duck,Pokemon",8764,168.9 kg,5,5,5
https://scrapeme.live/shop/Psyduck/,Psyduck,"£,182.00","If it uses its mysterious power, Psyduck can’t remember having done so. It apparently can’t form a memory of such an event because it goes into an altered state that is much like deep sleep.",214 in stock,"Damp,Duck,psyduck","Duck,Pokemon",6470,43.2 kg,2,2,2
https://scrapeme.live/shop/Persian/,Persian,"£,200.00",Persian has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the Pokémon’s surrounding vicinity. It becomes docile if grabbed by the whiskers.,108 in stock,"Classy Cat,persian,Technician","Classy Cat,Pokemon",3752,70.5 kg,3,3,3
https://scrapeme.live/shop/Meowth/,Meowth,"£,131.00","Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light.",203 in stock,"meowth,Pickup,Scratch Cat","Pokemon,Scratch Cat",9594,9.3 kg,1,1,1
https://scrapeme.live/shop/Dugtrio/,Dugtrio,"£,111.00","Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly.",290 in stock,"dugtrio,Mole,Sand Veil","Mole,Pokemon",7897,73.4 kg,2,2,2
https://scrapeme.live/shop/Magneton/,Magneton,"£,191.00","Magneton emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this Pokémon inside a Poké Ball.",152 in stock,"Magnet,magneton,Sturdy","Magnet,Pokemon",5934,132.3 kg,3,3,3
https://scrapeme.live/shop/Magnemite/,Magnemite,"£,100.00",Magnemite floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This Pokémon becomes incapable of flight if its internal electrical supply is depleted.,16 in stock,"magnemite,Magnet,Sturdy","Magnet,Pokemon",1688,13.2 kg,1,1,1
https://scrapeme.live/shop/Slowbro/,Slowbro,"£,179.00","Slowbro’s tail has a Shellder firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes Slowbro to grudgingly swim and catch prey instead.",289 in stock,"Hermit Crab,Oblivious,slowbro","Hermit Crab,Pokemon",3864,173.1 kg,5,5,5
https://scrapeme.live/shop/Slowpoke/,Slowpoke,"£,109.00","Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokémon often forgets what it’s doing and often spends entire days just loafing at water’s edge.",57 in stock,"Dopey,Oblivious,slowpoke","Dopey,Pokemon",2145,79.4 kg,3,3,3
https://scrapeme.live/shop/Rapidash/,Rapidash,"£,98.00","Rapidash usually can be seen casually cantering in the fields and plains. However, when this Pokémon turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph.",194 in stock,"Fire Horse,rapidash,Run Away","Fire Horse,Pokemon",3414,209.4 kg,5,5,5
https://scrapeme.live/shop/Ponyta/,Ponyta,"£,53.00",Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent.,41 in stock,"Fire Horse,ponyta,Run Away","Fire Horse,Pokemon",3629,66.1 kg,3,3,3
https://scrapeme.live/shop/Golem/,Golem,"£,103.00","Golem is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this Pokémon’s course.",151 in stock,"golem,Megaton,Rock Head","Megaton,Pokemon",1408,661.4 kg,4,4,4
https://scrapeme.live/shop/Graveler/,Graveler,"£,182.00","Rocks are Graveler’s favorite food. This Pokémon will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom.",86 in stock,"graveler,Rock,Rock Head","Pokemon,Rock",4748,231.5 kg,3,3,3
https://scrapeme.live/shop/Geodude/,Geodude,"£,32.00","When Geodude sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this Pokémon rolls downhill in search of food.",77 in stock,"geodude,Rock,Rock Head","Pokemon,Rock",1650,44.1 kg,1,1,1
https://scrapeme.live/shop/Tentacruel/,Tentacruel,"£,65.00",Tentacruel has tentacles that can be freely elongated and shortened at will. It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time.,175 in stock,"Clear Body,Jellyfish,tentacruel","Jellyfish,Pokemon",1723,121.3 kg,5,5,5
https://scrapeme.live/shop/Tentacool/,Tentacool,"£,186.00",Tentacool absorbs sunlight and refracts it using water inside its body to convert it into beam energy. This Pokémon shoots beams from the small round organ above its eyes.,66 in stock,"Clear Body,Jellyfish,tentacool","Jellyfish,Pokemon",1506,100.3 kg,2,2,2
https://scrapeme.live/shop/Victreebel/,Victreebel,"£,68.00","Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near, this Pokémon swallows it whole.",119 in stock,"Chlorophyll,Flycatcher,victreebel","Flycatcher,Pokemon",2187,34.2 kg,5,5,5
https://scrapeme.live/shop/Weepinbell/,Weepinbell,"£,26.00","Weepinbell has a large hook on its rear end. At night, the Pokémon hooks on to a tree branch and goes to sleep. If it moves around in its sleep, it may wake up to find itself on the ground.",46 in stock,"Chlorophyll,Flycatcher,weepinbell","Flycatcher,Pokemon",5253,14.1 kg,3,3,3
https://scrapeme.live/shop/Bellsprout/,Bellsprout,"£,74.00","Bellsprout’s thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron.",257 in stock,"bellsprout,Chlorophyll,Flower","Flower,Pokemon",7454,8.8 kg,2,2,2
https://scrapeme.live/shop/Machamp/,Machamp,"£,121.00","Machamp is known as the Pokémon that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon.",242 in stock,"Guts,machamp,Superpower","Pokemon,Superpower",2857,286.6 kg,5,5,5
https://scrapeme.live/shop/Machoke/,Machoke,"£,27.00","Machoke undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this Pokémon heads to the fields and mountains to exercise and train.",10 in stock,"Guts,machoke,Superpower","Pokemon,Superpower",9503,155.4 kg,4,4,4
https://scrapeme.live/shop/Krabby/,Krabby,"£,64.00","Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory.",147 in stock,"krabby,River Crab,Shell Armor","Pokemon,River Crab",2333,14.3 kg,1,1,1
https://scrapeme.live/shop/Hypno/,Hypno,"£,198.00","Hypno holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis. While this Pokémon searches for prey, it polishes the pendulum.",222 in stock,"hypno,Hypnosis,Insomnia","Hypnosis,Pokemon",2634,166.7 kg,5,5,5
https://scrapeme.live/shop/Drowzee/,Drowzee,"£,40.00","If your nose becomes itchy while you are sleeping, it’s a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils.",253 in stock,"drowzee,Hypnosis,Insomnia","Hypnosis,Pokemon",9437,71.4 kg,3,3,3
https://scrapeme.live/shop/Onix/,Onix,"£,37.00","Onix has a magnet in its brain. It acts as a compass so that this Pokémon does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother.",286 in stock,"onix,Rock Head,Rock Snake","Pokemon,Rock Snake",2221,463 kg,28,28,28
https://scrapeme.live/shop/Gengar/,Gengar,"£,149.00","Sometimes, on a dark night, your shadow thrown by a streetlight will suddenly and startlingly overtake you. It is actually a Gengar running past you, pretending to be your shadow.",159 in stock,"gengar,Levitate,Shadow","Pokemon,Shadow",6267,89.3 kg,4,4,4
https://scrapeme.live/shop/Haunter/,Haunter,"£,42.00","Haunter is a dangerous Pokémon. If one beckons you while floating in darkness, you must never approach it. This Pokémon will try to lick you with its tongue and steal your life away.",181 in stock,"Gas,haunter,Levitate","Gas,Pokemon",7532,0.2 kg,5,5,5
https://scrapeme.live/shop/Gastly/,Gastly,"£,179.00","Gastly is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this Pokémon cluster under the eaves of houses to escape the ravages of wind.",151 in stock,"Gas,gastly,Levitate","Gas,Pokemon",6873,0.2 kg,4,4,4
https://scrapeme.live/shop/Cloyster/,Cloyster,"£,199.00","Cloyster is capable of swimming in the sea. It does so by swallowing water, then jetting it out toward the rear. This Pokémon shoots spikes from its shell using the same system.",39 in stock,"Bivalve,cloyster,Shell Armor","Bivalve,Pokemon",5736,292.1 kg,4,4,4
https://scrapeme.live/shop/Shellder/,Shellder,"£,138.00","At night, this Pokémon uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it. While it is sleeping, Shellder closes its shell, but leaves its tongue hanging out.",23 in stock,"Bivalve,Shell Armor,shellder","Bivalve,Pokemon",4653,8.8 kg,1,1,1
https://scrapeme.live/shop/Muk/,Muk,"£,187.00","This Pokémon’s favorite food is anything that is repugnantly filthy. In dirty towns where people think nothing of throwing away litter on the streets, Muk are certain to gather.",220 in stock,"muk,Sludge,Stench","Pokemon,Sludge",9514,66.1 kg,3,3,3
https://scrapeme.live/shop/Grimer/,Grimer,"£,147.00",Grimer emerged from the sludge that settled on a polluted seabed. This Pokémon loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.,201 in stock,"grimer,Sludge,Stench","Pokemon,Sludge",3031,66.1 kg,2,2,2
https://scrapeme.live/shop/Dewgong/,Dewgong,"£,70.00",Dewgong loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.,62 in stock,"dewgong,Sea Lion,Thick Fat","Pokemon,Sea Lion",9375,264.6 kg,5,5,5
https://scrapeme.live/shop/Seel/,Seel,"£,164.00","Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head.",250 in stock,"Sea Lion,seel,Thick Fat","Pokemon,Sea Lion",2302,198.4 kg,3,3,3
https://scrapeme.live/shop/Dodrio/,Dodrio,"£,138.00","Apparently, the heads aren’t the only parts of the body that Dodrio has three of. It has three sets of hearts and lungs as well, so it is capable of running long distances without rest.",118 in stock,"dodrio,Run Away,Triple Bird","Pokemon,Triple Bird",4038,187.8 kg,5,5,5
